Month End,Year,Month,Best_Est
1977-03-31,1977,3,5.5
1977-04-30,1977,4,5.44
1977-05-31,1977,5,5.84
1977-06-30,1977,6,5.8
1977-07-31,1977,7,5.94
1977-08-31,1977,8,6.37
1977-09-30,1977,9,6.53
1977-10-31,1977,10,6.97
1977-11-30,1977,11,6.95
1977-12-31,1977,12,6.96
1978-01-31,1978,1,7.28
1978-02-28,1978,2,7.34
1978-03-31,1978,3,7.31
1978-04-30,1978,4,7.45
1978-05-31,1978,5,7.82
1978-06-30,1978,6,8.09
1978-07-31,1978,7,8.39
1978-08-31,1978,8,8.31
1978-09-30,1978,9,8.64
1978-10-31,1978,10,9.14
1978-11-30,1978,11,10.01
1978-12-31,1978,12,10.3
1979-01-31,1979,1,10.41
1979-02-28,1979,2,10.24
1979-03-31,1979,3,10.25
1979-04-30,1979,4,10.12
1979-05-31,1979,5,10.12
1979-06-30,1979,6,9.57
1979-07-31,1979,7,9.64
1979-08-31,1979,8,9.98
1979-09-30,1979,9,10.84
1979-10-31,1979,10,12.44
1979-11-30,1979,11,12.39
1979-12-31,1979,12,11.98
1980-01-31,1980,1,12.06
1980-02-29,1980,2,13.92
1980-03-31,1980,3,15.82
1980-04-30,1980,4,13.3
1980-05-31,1980,5,9.39
1980-06-30,1980,6,8.16
1980-07-31,1980,7,8.65
1980-08-31,1980,8,10.24
1980-09-30,1980,9,11.52
1980-10-31,1980,10,12.49
1980-11-30,1980,11,14.15
1980-12-31,1980,12,14.88
1981-01-31,1981,1,14.08
1981-02-28,1981,2,14.57
1981-03-31,1981,3,13.71
1981-04-30,1981,4,14.32
1981-05-31,1981,5,16.2
1981-06-30,1981,6,14.86
1981-07-31,1981,7,15.72
1981-08-31,1981,8,16.72
1981-09-30,1981,9,16.52
1981-10-31,1981,10,15.38
1981-11-30,1981,11,12.41
1981-12-31,1981,12,12.85
1982-01-31,1982,1,14.32
1982-02-28,1982,2,14.73
1982-03-31,1982,3,13.95
1982-04-30,1982,4,13.98
1982-05-31,1982,5,13.34
1982-06-30,1982,6,14.07
1982-07-31,1982,7,13.24
1982-08-31,1982,8,11.43
1982-09-30,1982,9,10.85
1982-10-31,1982,10,9.32
1982-11-30,1982,11,9.16
1982-12-31,1982,12,8.91
1983-01-31,1983,1,8.62
1983-02-28,1983,2,8.92
1983-03-31,1983,3,9.04
1983-04-30,1983,4,8.98
1983-05-31,1983,5,8.9
1983-06-30,1983,6,9.66
1983-07-31,1983,7,10.2
1983-08-31,1983,8,10.53
1983-09-30,1983,9,10.16
1983-10-31,1983,10,9.81
1983-11-30,1983,11,9.94
1983-12-31,1983,12,10.11
1984-01-31,1984,1,9.9
1984-02-29,1984,2,10.04
1984-03-31,1984,3,10.59
1984-04-30,1984,4,10.9
1984-05-31,1984,5,11.66
1984-06-30,1984,6,12.08
1984-07-31,1984,7,12.03
1984-08-31,1984,8,11.82
1984-09-30,1984,9,11.58
1984-10-31,1984,10,10.9
1984-11-30,1984,11,9.82
1984-12-31,1984,12,9.33
1985-01-31,1985,1,9.02
1985-02-28,1985,2,9.29
1985-03-31,1985,3,9.86
1985-04-30,1985,4,9.14
1985-05-31,1985,5,8.46
1985-06-30,1985,6,7.8
1985-07-31,1985,7,7.86
1985-08-31,1985,8,8.05
1985-09-30,1985,9,8.07
1985-10-31,1985,10,8.01
1985-11-30,1985,11,7.88
1985-12-31,1985,12,7.67
1986-01-31,1986,1,7.73
1986-02-28,1986,2,7.61
1986-03-31,1986,3,7.03
1986-04-30,1986,4,6.44
1986-05-31,1986,5,6.65
1986-06-30,1986,6,6.73
1986-07-31,1986,7,6.27
1986-08-31,1986,8,5.93
1986-09-30,1986,9,5.77
1986-10-31,1986,10,5.72
1986-11-30,1986,11,5.8
1986-12-31,1986,12,5.87
1987-01-31,1987,1,5.78
1987-02-28,1987,2,5.96
1987-03-31,1987,3,6.03
1987-04-30,1987,4,6.5
1987-05-31,1987,5,7
1987-06-30,1987,6,6.8
1987-07-31,1987,7,6.68
1987-08-31,1987,8,7.03
1987-09-30,1987,9,7.67
1987-10-31,1987,10,7.59
1987-11-30,1987,11,6.96
1987-12-31,1987,12,7.17
1988-01-31,1988,1,6.99
1988-02-29,1988,2,6.64
1988-03-31,1988,3,6.71
1988-04-30,1988,4,7.01
1988-05-31,1988,5,7.4
1988-06-30,1988,6,7.49
1988-07-31,1988,7,7.75
1988-08-31,1988,8,8.17
1988-09-30,1988,9,8.09
1988-10-31,1988,10,8.11
1988-11-30,1988,11,8.48
1988-12-31,1988,12,8.99
1989-01-31,1989,1,9.05
1989-02-28,1989,2,9.25
1989-03-31,1989,3,9.57
1989-04-30,1989,4,9.36
1989-05-31,1989,5,8.98
1989-06-30,1989,6,8.44
1989-07-31,1989,7,7.89
1989-08-31,1989,8,8.18
1989-09-30,1989,9,8.22
1989-10-31,1989,10,7.99
1989-11-30,1989,11,7.77
1989-12-31,1989,12,7.72
1990-01-31,1990,1,7.92
1990-02-28,1990,2,8.11
1990-03-31,1990,3,8.35
1990-04-30,1990,4,8.4
1990-05-31,1990,5,8.32
1990-06-30,1990,6,8.1
1990-07-31,1990,7,7.94
1990-08-31,1990,8,7.78
1990-09-30,1990,9,7.76
1990-10-31,1990,10,7.55
1990-11-30,1990,11,7.31
1990-12-31,1990,12,7.05
1991-01-31,1991,1,6.64
1991-02-28,1991,2,6.27
1991-03-31,1991,3,6.4
1991-04-30,1991,4,6.24
1991-05-31,1991,5,6.13
1991-06-30,1991,6,6.36
1991-07-31,1991,7,6.31
1991-08-31,1991,8,5.78
1991-09-30,1991,9,5.57
1991-10-31,1991,10,5.33
1991-11-30,1991,11,4.89
1991-12-31,1991,12,4.38
1992-01-31,1992,1,4.15
1992-02-29,1992,2,4.29
1992-03-31,1992,3,4.63
1992-04-30,1992,4,4.3
1992-05-31,1992,5,4.19
1992-06-30,1992,6,4.17
1992-07-31,1992,7,3.6
1992-08-31,1992,8,3.47
1992-09-30,1992,9,3.18
1992-10-31,1992,10,3.3
1992-11-30,1992,11,3.68
1992-12-31,1992,12,3.71
1993-01-31,1993,1,3.5
1993-02-28,1993,2,3.39
1993-03-31,1993,3,3.33
1993-04-30,1993,4,3.24
1993-05-31,1993,5,3.36
1993-06-30,1993,6,3.54
1993-07-31,1993,7,3.47
1993-08-31,1993,8,3.44
1993-09-30,1993,9,3.36
1993-10-31,1993,10,3.39
1993-11-30,1993,11,3.58
1993-12-31,1993,12,3.61
1994-01-31,1994,1,3.54
1994-02-28,1994,2,3.87
1994-03-31,1994,3,4.32
1994-04-30,1994,4,4.82
1994-05-31,1994,5,5.31
1994-06-30,1994,6,5.27
1994-07-31,1994,7,5.48
1994-08-31,1994,8,5.56
1994-09-30,1994,9,5.76
1994-10-31,1994,10,6.11
1994-11-30,1994,11,6.54
1994-12-31,1994,12,7.14
1995-01-31,1995,1,7.05
1995-02-28,1995,2,6.7
1995-03-31,1995,3,6.43
1995-04-30,1995,4,6.27
1995-05-31,1995,5,6
1995-06-30,1995,6,5.64
1995-07-31,1995,7,5.59
1995-08-31,1995,8,5.75
1995-09-30,1995,9,5.62
1995-10-31,1995,10,5.59
1995-11-30,1995,11,5.43
1995-12-31,1995,12,5.31
1996-01-31,1996,1,5.09
1996-02-29,1996,2,4.94
1996-03-31,1996,3,5.34
1996-04-30,1996,4,5.54
1996-05-31,1996,5,5.64
1996-06-30,1996,6,5.81
1996-07-31,1996,7,5.85
1996-08-31,1996,8,5.67
1996-09-30,1996,9,5.83
1996-10-31,1996,10,5.55
1996-11-30,1996,11,5.42
1996-12-31,1996,12,5.47
1997-01-31,1997,1,5.61
1997-02-28,1997,2,5.53
1997-03-31,1997,3,5.8
1997-04-30,1997,4,5.99
1997-05-31,1997,5,5.87
1997-06-30,1997,6,5.69
1997-07-31,1997,7,5.54
1997-08-31,1997,8,5.56
1997-09-30,1997,9,5.52
1997-10-31,1997,10,5.46
1997-11-30,1997,11,5.46
1997-12-31,1997,12,5.53
1998-01-31,1998,1,5.24
1998-02-28,1998,2,5.31
1998-03-31,1998,3,5.39
1998-04-30,1998,4,5.38
1998-05-31,1998,5,5.44
1998-06-30,1998,6,5.41
1998-07-31,1998,7,5.36
1998-08-31,1998,8,5.21
1998-09-30,1998,9,4.71
1998-10-31,1998,10,4.12
1998-11-30,1998,11,4.53
1998-12-31,1998,12,4.52
1999-01-31,1999,1,4.51
1999-02-28,1999,2,4.7
1999-03-31,1999,3,4.78
1999-04-30,1999,4,4.69
1999-05-31,1999,5,4.85
1999-06-30,1999,6,5.1
1999-07-31,1999,7,5.03
1999-08-31,1999,8,5.2
1999-09-30,1999,9,5.25
1999-10-31,1999,10,5.43
1999-11-30,1999,11,5.55
1999-12-31,1999,12,5.84
2000-01-31,2000,1,6.12
2000-02-29,2000,2,6.22
2000-03-31,2000,3,6.22
2000-04-30,2000,4,6.15
2000-05-31,2000,5,6.33
2000-06-30,2000,6,6.17
2000-07-31,2000,7,6.08
2000-08-31,2000,8,6.18
2000-09-30,2000,9,6.13
2000-10-31,2000,10,6.01
2000-11-30,2000,11,6.09
2000-12-31,2000,12,5.6
2001-01-31,2001,1,4.81
2001-02-28,2001,2,4.68
2001-03-31,2001,3,4.3
2001-04-30,2001,4,3.98
2001-05-31,2001,5,3.78
2001-06-30,2001,6,3.58
2001-07-31,2001,7,3.62
2001-08-31,2001,8,3.47
2001-09-30,2001,9,2.82
2001-10-31,2001,10,2.33
2001-11-30,2001,11,2.18
2001-12-31,2001,12,2.22
2002-01-31,2002,1,2.16
2002-02-28,2002,2,2.23
2002-03-31,2002,3,2.57
2002-04-30,2002,4,2.48
2002-05-31,2002,5,2.35
2002-06-30,2002,6,2.2
2002-07-31,2002,7,1.96
2002-08-31,2002,8,1.76
2002-09-30,2002,9,1.72
2002-10-31,2002,10,1.65
2002-11-30,2002,11,1.49
2002-12-31,2002,12,1.45
2003-01-31,2003,1,1.36
2003-02-28,2003,2,1.3
2003-03-31,2003,3,1.24
2003-04-30,2003,4,1.27
2003-05-31,2003,5,1.18
2003-06-30,2003,6,1.01
2003-07-31,2003,7,1.12
2003-08-31,2003,8,1.31
2003-09-30,2003,9,1.24
2003-10-31,2003,10,1.25
2003-11-30,2003,11,1.34
2003-12-31,2003,12,1.31
2004-01-31,2004,1,1.24
2004-02-29,2004,2,1.24
2004-03-31,2004,3,1.19
2004-04-30,2004,4,1.43
2004-05-31,2004,5,1.78
2004-06-30,2004,6,2.12
2004-07-31,2004,7,2.1
2004-08-31,2004,8,2.02
2004-09-30,2004,9,2.12
2004-10-31,2004,10,2.23
2004-11-30,2004,11,2.5
2004-12-31,2004,12,2.67
2005-01-31,2005,1,2.86
2005-02-28,2005,2,3.03
2005-03-31,2005,3,3.3
2005-04-30,2005,4,3.32
2005-05-31,2005,5,3.33
2005-06-30,2005,6,3.36
2005-07-31,2005,7,3.64
2005-08-31,2005,8,3.87
2005-09-30,2005,9,3.85
2005-10-31,2005,10,4.18
2005-11-30,2005,11,4.33
2005-12-31,2005,12,4.35
2006-01-31,2006,1,4.45
2006-02-28,2006,2,4.68
2006-03-31,2006,3,4.77
2006-04-30,2006,4,4.9
2006-05-31,2006,5,5
2006-06-30,2006,6,5.16
2006-07-31,2006,7,5.22
2006-08-31,2006,8,5.08
2006-09-30,2006,9,4.97
2006-10-31,2006,10,5.01
2006-11-30,2006,11,5.01
2006-12-31,2006,12,4.94
2007-01-31,2007,1,5.06
2007-02-28,2007,2,5.05
2007-03-31,2007,3,4.92
2007-04-30,2007,4,4.93
2007-05-31,2007,5,4.91
2007-06-30,2007,6,4.96
2007-07-31,2007,7,4.96
2007-08-31,2007,8,4.47
2007-09-30,2007,9,4.14
2007-10-31,2007,10,4.1
2007-11-30,2007,11,3.5
2007-12-31,2007,12,3.26
2008-01-31,2008,1,2.71
2008-02-29,2008,2,2.05
2008-03-31,2008,3,1.54
2008-04-30,2008,4,1.74
2008-05-31,2008,5,2.06
2008-06-30,2008,6,2.42
2008-07-31,2008,7,2.28
2008-08-31,2008,8,2.18
2008-09-30,2008,9,1.91
2008-10-31,2008,10,1.42
2008-11-30,2008,11,1.07
2008-12-31,2008,12,0.49
2009-01-31,2009,1,0.44
2009-02-28,2009,2,0.62
2009-03-31,2009,3,0.64
2009-04-30,2009,4,0.55
2009-05-31,2009,5,0.5
2009-06-30,2009,6,0.51
2009-07-31,2009,7,0.48
2009-08-31,2009,8,0.46
2009-09-30,2009,9,0.4
2009-10-31,2009,10,0.37
2009-11-30,2009,11,0.31
2009-12-31,2009,12,0.37
2010-01-31,2010,1,0.35
2010-02-28,2010,2,0.35
2010-03-31,2010,3,0.4
2010-04-30,2010,4,0.45
2010-05-31,2010,5,0.37
2010-06-30,2010,6,0.32
2010-07-31,2010,7,0.29
2010-08-31,2010,8,0.26
2010-09-30,2010,9,0.26
2010-10-31,2010,10,0.23
2010-11-30,2010,11,0.25
2010-12-31,2010,12,0.29
2011-01-31,2011,1,0.27
2011-02-28,2011,2,0.29
2011-03-31,2011,3,0.26
2011-04-30,2011,4,0.25
2011-05-31,2011,5,0.19
2011-06-30,2011,6,0.18
2011-07-31,2011,7,0.19
2011-08-31,2011,8,0.11
2011-09-30,2011,9,0.1
2011-10-31,2011,10,0.11
2011-11-30,2011,11,0.11
2011-12-31,2011,12,0.12
2012-01-31,2012,1,0.12
2012-02-29,2012,2,0.16
2012-03-31,2012,3,0.19
2012-04-30,2012,4,0.18
2012-05-31,2012,5,0.19
2012-06-30,2012,6,0.19
2012-07-31,2012,7,0.19
2012-08-31,2012,8,0.18
2012-09-30,2012,9,0.18
2012-10-31,2012,10,0.18
2012-11-30,2012,11,0.18
2012-12-31,2012,12,0.16
2013-01-31,2013,1,0.15
2013-02-28,2013,2,0.16
2013-03-31,2013,3,0.15
2013-04-30,2013,4,0.12
2013-05-31,2013,5,0.12
2013-06-30,2013,6,0.14
2013-07-31,2013,7,0.12
2013-08-31,2013,8,0.13
2013-09-30,2013,9,0.12
2013-10-31,2013,10,0.12
2013-11-30,2013,11,0.12
2013-12-31,2013,12,0.13
2014-01-31,2014,1,0.12
2014-02-28,2014,2,0.12
2014-03-31,2014,3,0.13
2014-04-30,2014,4,0.11
2014-05-31,2014,5,0.1
2014-06-30,2014,6,0.1
2014-07-31,2014,7,0.11
2014-08-31,2014,8,0.11
2014-09-30,2014,9,0.11
2014-10-31,2014,10,0.1
2014-11-30,2014,11,0.13
2014-12-31,2014,12,0.21
2015-01-31,2015,1,0.2
2015-02-28,2015,2,0.22
2015-03-31,2015,3,0.25
2015-04-30,2015,4,0.23
2015-05-31,2015,5,0.24
2015-06-30,2015,6,0.28
2015-07-31,2015,7,0.3
2015-08-31,2015,8,0.38
2015-09-30,2015,9,0.37
2015-10-31,2015,10,0.26
2015-11-30,2015,11,0.48
2015-12-31,2015,12,0.65
2016-01-31,2016,1,0.54
2016-02-29,2016,2,0.53
2016-03-31,2016,3,0.66
2016-04-30,2016,4,0.56
2016-05-31,2016,5,0.59
2016-06-30,2016,6,0.55
2016-07-31,2016,7,0.51
2016-08-31,2016,8,0.57
2016-09-30,2016,9,0.59
2016-10-31,2016,10,0.66
2016-11-30,2016,11,0.74
2016-12-31,2016,12,0.87
2017-01-31,2017,1,0.83
2017-02-28,2017,2,0.82
2017-03-31,2017,3,1.01
2017-04-30,2017,4,1.04
2017-05-31,2017,5,1.12
2017-06-30,2017,6,1.2
2017-07-31,2017,7,1.22
2017-08-31,2017,8,1.23
2017-09-30,2017,9,1.28
2017-10-31,2017,10,1.4
2017-11-30,2017,11,1.56
2017-12-31,2017,12,1.7
2018-01-31,2018,1,1.8
2018-02-28,2018,2,1.96
2018-03-31,2018,3,2.06
2018-04-30,2018,4,2.15
2018-05-31,2018,5,2.27
2018-06-30,2018,6,2.33
2018-07-31,2018,7,2.39
2018-08-31,2018,8,2.45
2018-09-30,2018,9,2.56
2018-10-31,2018,10,2.65
2018-11-30,2018,11,2.7
2018-12-31,2018,12,2.66
2019-01-31,2019,1,2.58
2019-02-28,2019,2,2.55
2019-03-31,2019,3,2.49
2019-04-30,2019,4,2.42
2019-05-31,2019,5,2.34
2019-06-30,2019,6,2
2019-07-31,2019,7,1.96
2019-08-31,2019,8,1.77
2019-09-30,2019,9,1.8
2019-10-31,2019,10,1.61
2019-11-30,2019,11,1.57
2019-12-31,2019,12,1.55
2020-01-31,2020,1,1.53
2020-02-29,2020,2,1.41
2020-03-31,2020,3,0.33
2020-04-30,2020,4,0.18
2020-05-31,2020,5,0.16
2020-06-30,2020,6,0.18
2020-07-31,2020,7,0.15
2020-08-31,2020,8,0.13
2020-09-30,2020,9,0.13
2020-10-31,2020,10,0.13
2020-11-30,2020,11,0.12
2020-12-31,2020,12,0.1
2021-01-31,2021,1,0.1
2021-02-28,2021,2,0.07
2021-03-31,2021,3,0.08
2021-04-30,2021,4,0.06
2021-05-31,2021,5,0.05
2021-06-30,2021,6,0.07
2021-07-31,2021,7,0.08
